COMPANY NAME,WEBSITE,STREET ADDRESS,CITY,STATE,ZIP,PHONE,EMAIL,INTERNSHIP MENTOR,INTERNSHIP TOPIC,MAJORS,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
TGP Fulfillment Corporation,www.tgpfulfillment.com,333-A 16th St,Carlstadt,NJ,7072,201-438-0519,admin@tgpfulfillment.com,Solomon Cho,"E-commerce, Marketing","Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Ridgefield Park Animal Hospital ,https://www.ridgefieldparkvet.com/,199 Main Street,Ridgefield Park ,NJ,7660,(201) 814-0095,rpah199@gmail.com,Melinda Pazel,Veterinary Sciences,Research/Other,,,,,,,,,,,,,,,,
Kean University Microbiology Labs,https://www.kean.edu/,100 Morris Ave,Union ,NJ,7083,9087373240,stuactg@kean.edu,Salvatore Coniglio,Biology/Microbiology Research,"Medical, Research/Other",,,,,,,,,,,,,,,,
"SWELL, Inc.",http://swellny.com/,77 Franklin Street,"New York, NY",NY,10013,6463979355,info@swellny.com,Rena Musumeci,Film Production,Research/Other,,,,,,,,,,,,,,,,
Princeton Plasma Physics Laboratory,www.pppl.gov,100 Stellarator Road,Princeton,NJ,08543-0451,(609) 243-2000,ikaganov@pppl.gov,Igor Kaganovich,Molecular Dynamics,Research/Other,,,,,,,,,,,,,,,,
NJIT,https://kumarlab.multiscreensite.com,138 Warren Street,Newark,NJ,7102,973-596-5577,junjie.yang@njit.edu,Shareef Sayed,Biomedical Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
NJIT Quantum Materials Research Lab,https://www.njit.edu/,Tiernan Hall 423 C University Heights,Newark,NJ,7102,(973) 596-3000,UCID@njit.edu,Junjie Yang,Quantum Material Research ,Research/Other,,,,,,,,,,,,,,,,
NJIT,,,,NJ,7642,973- 596-3549,janow@njit.edu,Junjie Yang,NJIT Quantum Materials Reserach,Computer Science,,,,,,,,,,,,,,,,
NJIT Quantum Materials Research Lab,https://physics.njit.edu/,"Tiernan Hall 423 C, University Heights ",Newark ,NJ,7102,(973) 596-3000,UCID@njit.edu,Junjie Yang,Quantum Materials Research ,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,http://www.njit.edu/,218 Central Ave,Newark,NJ,7102,(973)596-6340,"bader@njit.edu, zhihui.du@njit.edu",David Bader,Scalable Graph Learning Algorithms,Computer Science,,,,,,,,,,,,,,,,
NJIT,https://www.njit.edu/,154 Summit Street,Newark,NJ,7102,9735963000,servicedesk@njit.edu,Junjie Yang,Quantum Materials Research,Research/Other,,,,,,,,,,,,,,,,
Ridgefield Park Animal Hospital,https://www.ridgefieldparkvet.com,40 New Street,Englewood Cliffs,NJ,7632,(201) 814-0095,rpah199@gmail.com,Melinda Pazel,Veterinary Sciences,Research/Other,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://https//sterlingmedicaldevices.com/,"250 Moonachie Rd., Suite 400",Moonachie,NJ,7074,,ehickey@sterlingmedicaldevices.com,Liz Hickey,Software Systems Engineer,Computer Science,,,,,,,,,,,,,,,,
NJIT,https://people.njit.edu/faculty/meegoda,17 Summit St,Newark,NJ,7103,(973) 596-2464,meegoda@njit.edu,Jay Meegoda,Anaerobic Digestion Research,Research/Other,,,,,,,,,,,,,,,,
NJIT,https://kumarlab.multiscreensite.com,138 Warren St. ,Newark,NJ,7102,973-596-3000,vak@njit.edu ,Kamiya  Patel ,Biomedical Engineering ,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
"Bastarrika, Soto, Gonzalez & Somohano, LLP.",https://www.bgsglaw.com/,3 Garret Mountain Plaza Suite 302,Woodland Park,NJ,7424,(973)354-2483,jgonzalez@bsgslaw.com,Jerard Gonzalez,Legal aid in immigration sector of firm,"Computer Science, Law",,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,https://www.bvmi.org/,"75 Essex Street, Suite 100",Hackensack,NJ,7601,201-342-2478,info@bvmi.net,Elaine Posner,Nonprofit Healthcare Services,"Computer Science, Medical",,,,,,,,,,,,,,,,
Ridgefield Park Animal Hospital,https://www.ridgefieldparkvet.com/home.html,199 Main Street,Ridgefield Park,NJ,7660,(201) 814-0095,rpah199@gmail.com,Melinda Pazel,Veterinary Sciences,Research/Other,,,,,,,,,,,,,,,,
Maracaibo Media Group,https://maracaibomedia.com,130 Maple Ave.,New City,NY,10956,(845)5481124,lmunroe@optonline.net,Lynn Munroe,Social Media,Digital Media,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,,Tiernan Hall 423 C,Newark,NJ,7102,973-596-3300,,Junjia Yang,Quantum Materials Research,Research/Other,,,,,,,,,,,,,,,,
NJIT,https://www.njit.edu/,245 Washington Ave,Rutherford,NJ,7070,2013159145,aprmul21@bergen.org,Jenna  Kataria,Biomedical engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,https://www.bvmi.org/,75 Essex St. #100,Hackensack,NJ,7601,(201) 342-2478,info@bvmi.net,Elaine Posner,Nonprofit Healthcare Services,"Computer Science, Medical",,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,https://www.bvmi.org/,75 Essex St #100,Hackensack,NJ,7601,(201) 342-2478,info@bvmi.net,Elaine Posner,Nonprofit Healthcare Services,"Computer Science, Medical",,,,,,,,,,,,,,,,
Columbia University,https://www.tc.columbia.edu/faculty/ceg2140/,,,NY,10027,212-678-3891,garber@tc.columbia.edu,Carol Ewing Garber,Physiology,Medical,,,,,,,,,,,,,,,,
One River Art School,http://englewood.oneriverschool.com,49 N Dean Street,Englewood,NJ,7631,201-266-5244,englewood@oneriverschool.com,Leela Prendergast,"Marketing, Exhibitions, and Art Education","Computer Science, Digital Media, Business & Finance, Commercial Arts",,,,,,,,,,,,,,,,
NJIT,https://kumarlab.multiscreensite.com/,138 Warren St.,Newark,NJ,7102,(973) 569 5577,vak@njit.edu,Disha Panchal,Biomedical Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,,,,NJ,7071,2019390707,office@meadowlands.org,Joe Garavente,Journalism,Research/Other,,,,,,,,,,,,,,,,
Kean University Microbiology Labs,https://www.kean.edu/,Morris Ave,Union,NJ,7083,(908) 737-5326,congilsa@kean.edu,Salvatore Coniglio,Cancer Research ,Research/Other,,,,,,,,,,,,,,,,
Bergen Volunteer Medical Initiative,http://https//www.bvmi.org/,75 Essex St,Hackensack,NJ,7601,201-342-2478,info@bvmi.net,Elaine Posner,Nonprofit Healthcare Services,"Computer Science, Medical",,,,,,,,,,,,,,,,
Stevens Institute of Technology,http://personal.stevens.edu/~nparzial/,Castle Point Terrace,Hoboken,NJ,7030,(201)-216-5000,Nparzial@stevens.edu,Nick Parziale,Wind Tunnel Research Project,Research/Other,,,,,,,,,,,,,,,,
Wood-Ridge Public Schools,,151 1st St,Wood-Ridge,NJ,7075,2019336777,klisa@wood-ridgeschools.org,Betty  Carroll,Education,Research/Other,,,,,,,,,,,,,,,,
"Teachers College, Columbia University",https://www.tc.columbia.edu/exert-clinic/,525 West 120th Street,New York City,NY,10027,401-447-8750,garber@tc.columbia.edu,Carol Garber,Applied Physiology Lab,Medical,,,,,,,,,,,,,,,,
Bergen County Board of Chosen Freeholders,https://www.co.bergen.nj.us/about-freeholders,1 Bergen County Plaza,Hackensack,NJ,7601,201-336-6526,fhpress@co.bergen.nj.us,Steven Tanelli,Public Policy,Research/Other,,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://www.njit.edu/,154 Summit St,Newark,NJ,7102,(609) 865-5343,prabhat.k.vaish@njit.edu,Prabhat Vaish,Mobile App Development,Research/Other,,,,,,,,,,,,,,,,
NJIT Martin Tuchman School of Management,,323 Dr. MLK Jr. Blvd,Newark,NJ,7102,(973) 596-3260,zyan@njit.edu,Zhipeng Yan,Behavioral Economics Research,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://xazhang.weebly.com/,24 5th Street,Hoboken,NJ,7030,201-216-5386,xian.zhang@stevens.edu,Xian (Annie) Zhang,"Department of Mechanical Engineering, Nano Research Laboratory","Automotive Engineering, Commercial Arts, Aerospace Engineering, Research/Other",,,,,,,,,,,,,,,,
Eighty6,eighty6.agency,40 Park Avenue,Rutherford,NJ,7070,(201) 589-2201,evan@eighty6.agency,Stephanie Kowalsky,Digital Agency Marketing and Graphic Design,"Computer Science, Digital Media, Business & Finance, Commercial Arts",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://www.njit.edu/,154 Summit St,Newark,NJ,7102,(973) 596-3000,prabhat.k.vaish@njit.edu,Prabhat Vaish,Mobile App Development,Research/Other,,,,,,,,,,,,,,,,
SWELL NY,http://swellny.com/,77 Franklin St,New York,NY,10013,(646) 397-9355,info@swellny.com,Rena Musumeci,Video Production,Digital Media,,,,,,,,,,,,,,,,
Suite Paperie ,suitepaperie.com,20 Wilsey Square ,Ridgewood ,NJ,7450,201-632-3121,hello@suitepaperie.com ,Becca Goldberg ,Graphic Design ,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
YWCA of Northern New Jersey,ywcannj.org,"214 State Street, Suite 203A",Hackensack,NJ,7601,2018811700,jmonacocopell@ywcannj.org,Jessica Monaco-Copell,Nonprofit,Computer Science,,,,,,,,,,,,,,,,
NJIT,,323 Dr Martin Luther King Jr Blvd,Newark,NJ,7102,(973) 596-3000,dos@njit.edu,Aryan  Mahajan,Pre Med,Research/Other,,,,,,,,,,,,,,,,
The Daily Fandom,https://thedailyfandom.org/,601 Sherwood Ave,San Bernardino,CA,92404,(909) 283-0449,shareca@thedailyfandom.org,Shareca Coleman,Intern/Contributor,Research/Other,,,,,,,,,,,,,,,,
Steven's Institute of Technology,www.mocorelab.com,,,NJ,,1-201-216-3555 ,rnataraj@stevens.edu,Raviraj Nataraj,Computer Programming Lab,Computer Science,,,,,,,,,,,,,,,,
Office of Asm. Gordon Johnson,https://www.njleg.state.nj.us/,545 Cedar Lane ,Teaneck,NJ,7666,201-530-0469,asmjohnson@njleg.org,Scott Devlin,"Public Policy, Legislative Office of Assemblyman Gordon Johnson",Research/Other,,,,,,,,,,,,,,,,
NJIT,https://www.njit.edu,University Heights,Newark,NJ,7102,(973) 596-3000,pxu@njit.edu,Pan Xu,Computer Science,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Maywood BOE,www.maywoodschools.org,452 Maywood Ave.,Maywood,NJ,7607,201-845-9110,mjordan@maywoodschools.org,Michael Jordan,Guidance Counseling,Research/Other,,,,,,,,,,,,,,,,
NJIT,https://www.njit.edu/,University Heights,Newark,NJ,7102,(973)596-3000,pxu@njit.edu,Pan Xu,Computer Science/Data Science/AI,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,https://meadowlands.org/,"1099 Wall Street West, Suite 100",Lyndhurst,NJ,7071,(201) 939-0707,office@meadowlands.org,Joe Garavente,International Business,Business & Finance,,,,,,,,,,,,,,,,
The City College of NY ,https://www.ccny.cuny.edu/,160 Convent Ave,New York,NY,10031,(212)650-5403, econbiz@ccny.cuny.edu,Yan Zhao,Finance,Business & Finance,,,,,,,,,,,,,,,,
New Jersey Center for Teaching and Learning,https://njctl.org/,48 Sunderland Avenue,Rutherford,NJ,7070,2015665564,jaketc005@gmail.com,Susan Olszewski,Education,Research/Other,,,,,,,,,,,,,,,,
The Meadowlands Chamber of Commerce,https://meadowlands.org/media/,1099 Wall St W,Lyndhurst,NJ,7071,(201) 939-0707,office@meadowlands.org,Joe Garavente,Journalism,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu,Castle Point Terrace,Hoboken ,NJ,7030,201-216-3500,studentaccounts@stevens.edu,Sally Shady,Biomedical Research,"Medical, Research/Other",,,,,,,,,,,,,,,,
Omni Aesthetics,https://www.omniaesthetics.com,169 Ramapo Valley Rd,Oakland,NJ,7436,2016440044,bethrn@omniaesthetics.com,H. William Song,Social Media,Digital Media,,,,,,,,,,,,,,,,
Fairleigh Dickinson University,www.fdu.edu,1000 River Road,Teaneck,NJ,7666,201-692-2498,avatsa@fdu.edu,Avimanyou Vatsa,Data Science & Cyber Science,Research/Other,,,,,,,,,,,,,,,,
Tanous HVAC,https://tanousnj.com/,81 Pickens St.,Little Ferry,NJ,7643,2012814097,info@tanousnj.com,Alex Tanous,Software Development,Computer Science,,,,,,,,,,,,,,,,
Bergen County Courthouse,https://www.njcourts.gov/courts/vicinages/bergen.html,10 Main Street,Hackensack,NJ,7601,201-221-0700,Webmaster.Mailbox@njcourts.gov,Caroline Braga,Courthouse,Research/Other,,,,,,,,,,,,,,,,
Ramapo College of New Jersey Anisfield School of Business,,505 Ramapo Valley Road,Mahwah,NJ,7430,201 684 7096,trakotob@ramapo.edu,Thierry Rakotobe-Joel,Supply Chain Management and Block Chain Research,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Ramapo College of New Jersey Anisfield School of Business,,505 Ramapo Valley Road,Mahwah,NJ,7430,201 684 7096,trakotob@ramapo.edu,Thierry  Rakotobe-Joel,Supply Chain Management and Block Chain Research,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Weight Wellness Center,http://www.weightwellnesscenter.com/,550 Valley Brook Ave,Lyndhurst,NJ ,7071,201.636.2143,info@weightwellnesscenter.com,Jennifer  Katafigiotis,Food and Wellness,Culinary,,,,,,,,,,,,,,,,
Agentry PR,https://www.agentrypr.com/,"27 West 20th Street, Suite 504",New York,NY,10011,2129242276,info@agentrypr.com,Sally Ruan,Fashion Public Relations,Fashion,,,,,,,,,,,,,,,,
Stevens Institute of Technology,stevens.edu,Castle Point Terrace,Hoboken,NJ,7030,(201) 216-5000,wmeng3@stevens.edu,Weina Meng,Ultra-high performance concrete,Research/Other,,,,,,,,,,,,,,,,
Magnolia Hall Saranalaya ,,440 Banta Avenue,Garfield,NJ,7026,201-Â­636-2143,jennykat04@hotmail.com,Jennifer Katafigiotis,Non-Profit Marketing,"Computer Science, Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Suite Paperie,https://www.suitepaperie.com,20 Wilsey Square 2nd floor,Ridgewood,NJ,7450,(201)632-3121,hello@suitepaperie.com,Becca Goldberg,Graphic Design,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
National Music Council,https://www.musiccouncil.org/,,,NJ,7024,(973) 655-7974,sandersd@montclair.edu,David Sanders,Music Education Advocacy,Research/Other,,,,,,,,,,,,,,,,
New Jersey Center for Teaching and Learning,https://njctl.org/,485 East Palisade Avenue,Englewood Cliffs,NJ,7632,609-310-1285,info@njctl.org,Susan Olszewski,STEM Education,Research/Other,,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,https://meadowlands.org/,Wall St W,lyndhurst,nj,7071,2019390707,jgaravente@meadowlands.org,Joseph Garaventre,Journalism,Research/Other,,,,,,,,,,,,,,,,
Montclair State University ,https://www.montclair.edu/,1 Normal Ave ,Montclair ,NJ,7043,9736554000,montclair.edu,Carlos Molina ,Biology:Regulation of Viral Expression  ,Medical,,,,,,,,,,,,,,,,
"Brian Benson, MD, LLC",,,,NJ,7601,2014896520,briane.benson@hackensackmeridian.org,Brian E. Benson,Medical Journal Research,"Medical, Research/Other",,,,,,,,,,,,,,,,
Blue Future,,1250 I STREET NW,Washington,DC,20005,310-923-6123,hello@ourbluefuture.us,Morgan Stahr,Political Volunteering,"Computer Science, Law",,,,,,,,,,,,,,,,
Ramapo College of New Jersey Anisfield School of Business,ramapo.edu,505 Ramapo Valley Road,Mahwah,NJ,7430,201-684-7500,information@ramapo.edu,Thierry Rakotobe-Joel,Supply Chain Management and Block Chain Research,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Eighty6,eighty6.agency,40 Park Avenue,Rutherford,NJ,7070,201-589-2201,info@eighty6.agency,Evan Eagleson,Graphic Design,"Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
Stevens Institute of Technology,stevens.edu,Castle Point Terrace,Hoboken,NJ,7030,2012165000,mkwan@stevens.edu,Maxine Fontaine,Engineering Education,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
National Music Council of the United States,https://www.musiccouncil.org/,"160 Hackensack Street, Apartment 226",East Rutherford,NJ,7073,201-933-3867,oemadera123@gmail.com,David Sanders,Multimedia Journalism,Digital Media,,,,,,,,,,,,,,,,
Bergen County Food Security Task Force,,1 Bergen County Plaza,Hackensack,NJ,7631,201-873-6398,mtugultschinow@co.bergen.nj.us,Marisa Tugultschinow,Public Relations,Research/Other,,,,,,,,,,,,,,,,
The Lewin Fund,https://thelewinfund.org/,718 Teaneck Rd,Teaneck,NJ,7666,(201) 833-3000 ,info@thelewinfund.org,Sharyn Lewin,"Nonprofit, Communications",Computer Science,,,,,,,,,,,,,,,,
Sterling Medical Devices,sterlingmedicaldevices.com,"250 Moonachie Rd., Suite 400",Moonachie,NJ,7074,201-227-7569,info@sterlingmedicaldevices.com,Kwame Antwi-Darkwah,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://www.stevens.edu/schaefer-school-engineering-science/departments/biomedical-engineering,1 Castle Point Terrace,Hoboken,NJ,7030,201-216-8271,george.mcconnell@stevens.edu,George McConnell,Biomedical Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
NJIT,,"NJIT Parking Deck, 154 Summit St",Newark,NJ,7102,5515003228,jeffji0528@gmail.com,Shanthi  Gopalakrishnan ,Business,Business & Finance,,,,,,,,,,,,,,,,
Deb Nicholas Events,https://www.debnicholasevents.com,3 Alpine Drive,North Haledon,NJ,7508,8453043442,Deb@debnicholasevents.com,Debra Nicholas,Graphic Design & Video Editing,"Computer Science, Digital Media, Commercial Arts",,,,,,,,,,,,,,,,
Saint Mary Saint Katherine Dental Associates,,167 Grove Street ,Lodi,NJ,7644,(973) 458-1156,ngerges03@gmail.com,Martina Basta,Dental shadowing ,Medical,,,,,,,,,,,,,,,,
Ramapo College,,505 Ramapo Valley Rd,Mahwah,NJ,07430-1032,(201) 684-7500,alepore@ramapo.edu,Ann LePore,Video Editing for Ramapo College,"Computer Science, Digital Media",,,,,,,,,,,,,,,,
New Jersey Institute of Technology,https://www.njit.edu,Summit St.,Newark,NJ,7102,(973)5966453,ravindra@njit.edu,Nuggehalli Ravindra,Solar Cell Research,Research/Other,,,,,,,,,,,,,,,,
Stevens Institute of Technology,https://xazhang.weebly.com/,24 Fifth Street,Hoboken,NJ,7030,2012165386,xzhang4@stevens.edu,Xian(Annie) Zhang,"Department of Mechanical Engineering, Nano Research Laboratory","Automotive Engineering, Commercial Arts, Aerospace Engineering, Research/Other",,,,,,,,,,,,,,,,
National Music Council,https://www.musiccouncil.org/,1 Normal Avenue,Montclair,NJ,7043,(973) 655-4000,sandersd@montclair.edu,David Sanders,Music Education Advocacy,Research/Other,,,,,,,,,,,,,,,,
Prana Marketing and Media Relations ,https://www.pranamarketing.com/,560 Sylvan Ave ,Englewood Cliffs ,NJ,7632,2015031333,angela@pranamarketing.com,Angela  Thomas ,Marketing ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
New Jersey Center for Teaching and Learning,njctl.org,52B Forsythia Lane,Paramus,NJ,7652,201-879-4789,hsemboar@gmail.com,Susan  Olszewski,Education,Research/Other,,,,,,,,,,,,,,,,
Charles J. Riley School #9,https://ps09-pps-nj.schoolloop.com/,6 Timothy St,Paterson,NJ,7503,(973) 321-0090,dcarriero@paterson.k12.nj.us,Domenico Carriero,Education,Research/Other,,,,,,,,,,,,,,,,
North Shore Weight Management,https://northshoreweightmanagement.com/,147 South Main Street,Middleton,MA,1949,9786993482,fy@northshoreweightmanagement.com,Dominica Costello,North Shore Weight Management Internship,Research/Other,,,,,,,,,,,,,,,,
Meadowlands Chamber/ Meadowlands Media ,www.meadowlands.org,"1099 Wall Street W, Suite 100",Lyndhurst ,NJ,7071,201-939-0707,mrc@meadowlands.org,Joseph Garavante,Meadowlands Chamber of Commerce,Research/Other,,,,,,,,,,,,,,,,
NJIT,https://www.njit.edu,,,NJ,7102,973) 596-3000,ss3742@njit.edu,Sreya Sanyal,Biomedical Engineering,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
Hana Dental Center,,777 Broad Ave,Ridgefield ,NJ,7657,(201) 945-0123,hanadentalnj@gmail.com,Han Jong  Kang,Dentistry,Medical,,,,,,,,,,,,,,,,
Montclair State University ,,1 Normal Ave Morehead Hall 142,Montclair,NJ,7043,9739852599,mccarthyst@montclair.edu,Steve McCarthy ,Documentary Production ,Research/Other,,,,,,,,,,,,,,,,
Bergen County Food Security Task Force,https://co.bergen.nj.us/bergen-county-food-security-task-force-page,356 East Allendale Avenue,Allendale,NJ,7401,201-873-6398,mtugultschinow@co.bergen.nj.us,Marisa Tugultschinow,Food Security Task Force,"Computer Science, Culinary",,,,,,,,,,,,,,,,
New Jersey Center for Teaching and Learning,https://njctl.org/,"115 Franklin Tpke., #203",Mahwah,NJ,7430,609-310-1285,info@njctl.org,Susan Olsezewski,Math,Research/Other,,,,,,,,,,,,,,,,
Meadowlands Chamber of Commerce,,1099 Wall Street West,Lyndhurst,NJ,7071,2019390707,office@meadowlands.org,Joseph Garavente,Public Relations,Research/Other,,,,,,,,,,,,,,,,
Bergen County Superior Court,https://www.njcourts.gov/courts/civil/civilvicinage.html,10 Main Street,Hackensack,NJ,7601,2012210700,gregg.padovano@njcourts.gov,Gregg Padovano,Bergen County Superior Court ,Research/Other,,,,,,,,,,,,,,,,
HeadCount,headcount.org,104 West 29th St,New York,NY,10001,201-742-2815,info@headcount.org,Sarah Frankel,Music and Politics,Computer Science,,,,,,,,,,,,,,,,
Stevens Institute of Technology ,https://www.stevens.edu,Castle Point Terrace,Hoboken,NJ,7030,201-216-5000,graduate@stevens.edu,Haoyu Wang,Biomedical Engineering ,"Automotive Engineering, Aerospace Engineering, Medical",,,,,,,,,,,,,,,,
District 38 Office,,205 Robin Rd,Paramus,NJ,7652,2015769199,MCristaldi@njleg.org,Mark Cristaldi,Law,Law,,,,,,,,,,,,,,,,
CoinDesk,https://www.fdu.edu/,Fairleigh Dickinson University,Teaneck,NJ,7657,2016922498,avatsa@fdu.edu,Avimanyou Vatsa,Blockchain Technology,"Computer Science, Medical",,,,,,,,,,,,,,,,
